,Unnamed: 0,Region/Country/Area,Región,Year,Series,Value,Footnotes,Source
589,612,100,Bulgaria,2005,"Assault rate per 100,000 population",47.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
590,613,100,Bulgaria,2005,"Kidnapping at the national level, rate per 100,000",2.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
591,614,100,Bulgaria,2005,"Theft at the national level, rate per 100,000 population",561.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
592,615,100,Bulgaria,2005,"Robbery at the national level, rate per 100,000 population",48.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
593,616,100,Bulgaria,2005,"Total Sexual Violence at the national level, rate per 100,000",13.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
594,617,100,Bulgaria,2010,"Intentional homicide rates per 100,000",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
595,618,100,Bulgaria,2010,"Percentage of male and female intentional homicide victims, Male",3.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
596,619,100,Bulgaria,2010,"Percentage of male and female intentional homicide victims, Female",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
597,620,100,Bulgaria,2010,"Assault rate per 100,000 population",41.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
598,621,100,Bulgaria,2010,"Kidnapping at the national level, rate per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
599,622,100,Bulgaria,2010,"Theft at the national level, rate per 100,000 population",681.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
600,623,100,Bulgaria,2010,"Robbery at the national level, rate per 100,000 population",50.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
601,624,100,Bulgaria,2010,"Total Sexual Violence at the national level, rate per 100,000",9.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
602,625,100,Bulgaria,2015,"Intentional homicide rates per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
603,626,100,Bulgaria,2015,"Percentage of male and female intentional homicide victims, Male",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
604,627,100,Bulgaria,2015,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
605,628,100,Bulgaria,2015,"Assault rate per 100,000 population",35.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
606,629,100,Bulgaria,2015,"Kidnapping at the national level, rate per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
607,630,100,Bulgaria,2015,"Theft at the national level, rate per 100,000 population",533.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
608,631,100,Bulgaria,2015,"Robbery at the national level, rate per 100,000 population",27.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
609,632,100,Bulgaria,2015,"Total Sexual Violence at the national level, rate per 100,000",8.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
610,633,100,Bulgaria,2016,"Intentional homicide rates per 100,000",1.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
611,634,100,Bulgaria,2016,"Percentage of male and female intentional homicide victims, Male",1.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
612,635,100,Bulgaria,2016,"Percentage of male and female intentional homicide victims, Female",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
613,636,100,Bulgaria,2016,"Assault rate per 100,000 population",34.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
614,637,100,Bulgaria,2016,"Kidnapping at the national level, rate per 100,000",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
615,638,100,Bulgaria,2016,"Theft at the national level, rate per 100,000 population",459.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
616,639,100,Bulgaria,2016,"Robbery at the national level, rate per 100,000 population",23.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
617,640,854,Burkina Faso,2005,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
618,641,854,Burkina Faso,2010,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
619,642,854,Burkina Faso,2015,"Intentional homicide rates per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
620,643,854,Burkina Faso,2015,"Percentage of male and female intentional homicide victims, Male",0.6,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
621,644,854,Burkina Faso,2015,"Percentage of male and female intentional homicide victims, Female",0.2,Estimate.,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
622,645,108,Burundi,2010,"Intentional homicide rates per 100,000",4.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
623,646,108,Burundi,2010,"Assault rate per 100,000 population",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
624,647,108,Burundi,2010,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
625,648,108,Burundi,2010,"Robbery at the national level, rate per 100,000 population",34.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
626,649,108,Burundi,2010,"Total Sexual Violence at the national level, rate per 100,000",7.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
627,650,108,Burundi,2014,"Intentional homicide rates per 100,000",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
628,651,108,Burundi,2014,"Percentage of male and female intentional homicide victims, Male",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
629,652,108,Burundi,2014,"Percentage of male and female intentional homicide victims, Female",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
630,653,108,Burundi,2014,"Assault rate per 100,000 population",5.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
631,654,108,Burundi,2014,"Kidnapping at the national level, rate per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
632,655,108,Burundi,2014,"Theft at the national level, rate per 100,000 population",8.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
633,656,108,Burundi,2014,"Robbery at the national level, rate per 100,000 population",45.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
634,657,108,Burundi,2014,"Total Sexual Violence at the national level, rate per 100,000",11.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
635,658,108,Burundi,2016,"Intentional homicide rates per 100,000",6.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
636,659,108,Burundi,2016,"Percentage of male and female intentional homicide victims, Male",9.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
637,660,108,Burundi,2016,"Percentage of male and female intentional homicide victims, Female",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
638,661,132,Cabo Verde,2005,"Intentional homicide rates per 100,000",9.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
639,662,132,Cabo Verde,2010,"Intentional homicide rates per 100,000",7.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
640,663,132,Cabo Verde,2010,"Assault rate per 100,000 population",814.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
641,664,132,Cabo Verde,2010,"Kidnapping at the national level, rate per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
642,665,132,Cabo Verde,2010,"Theft at the national level, rate per 100,000 population",746.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
643,666,132,Cabo Verde,2010,"Robbery at the national level, rate per 100,000 population",611.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
644,667,132,Cabo Verde,2010,"Total Sexual Violence at the national level, rate per 100,000",41.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
645,668,132,Cabo Verde,2015,"Intentional homicide rates per 100,000",8.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
646,669,132,Cabo Verde,2015,"Percentage of male and female intentional homicide victims, Male",14.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
647,670,132,Cabo Verde,2015,"Percentage of male and female intentional homicide victims, Female",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
648,671,132,Cabo Verde,2015,"Assault rate per 100,000 population",789.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
649,672,132,Cabo Verde,2015,"Kidnapping at the national level, rate per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
650,673,132,Cabo Verde,2015,"Theft at the national level, rate per 100,000 population",780.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
651,674,132,Cabo Verde,2015,"Robbery at the national level, rate per 100,000 population",1026.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
652,675,132,Cabo Verde,2015,"Total Sexual Violence at the national level, rate per 100,000",42.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
653,676,132,Cabo Verde,2016,"Intentional homicide rates per 100,000",11.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
